,artists,album_name,track_name,popularity,explicit,danceability,energy,speechiness,instrumentalness,tempo,track_genre,duration(mm:ss),year,title,category,nominee
2058,Anitta;J Balvin,Downtown,Downtown,72,False,Bailable,0.679,0.135,7.26e-05,166.008,funk,03:13,1964,7th Annual GRAMMY Awards  (1964),Best Rock & Roll Recording,True
2059,Capitalist Casualties,Disassembly Line,Downtown,12,False,Poco bailable,0.823,0.0543,0.329,131.384,grindcore,01:29,1964,7th Annual GRAMMY Awards  (1964),Best Rock & Roll Recording,True
2060,Anitta;J Balvin,Downtown,Downtown,72,False,Bailable,0.679,0.135,7.26e-05,166.008,pagode,03:13,1964,7th Annual GRAMMY Awards  (1964),Best Rock & Roll Recording,True
2061,Petula Clark,The Classic Collection,Downtown,20,False,Poco bailable,0.54,0.0389,0.0,118.359,rock-n-roll,03:05,1964,7th Annual GRAMMY Awards  (1964),Best Rock & Roll Recording,True
2062,Arctic Monkeys,When The Sun Goes Down,7,58,False,Poco bailable,0.976,0.105,8.37e-06,98.377,garage,02:08,2019,62nd Annual GRAMMY Awards  (2019),Album Of The Year,True
2063,Jay Reatard,Singles 06-07,I Know A Place,30,False,No bailable,0.954,0.0617,0.0,174.13,garage,02:09,1965,8th Annual GRAMMY Awards  (1965),Best Contemporary (R&R) Vocal Performance - Female,True
2064,Jay Reatard,Singles 06-07,I Know A Place,30,False,No bailable,0.954,0.0617,0.0,174.13,psych-rock,02:09,1965,8th Annual GRAMMY Awards  (1965),Best Contemporary (R&R) Vocal Performance - Female,True
2065,Boyscott,Goose Bumps,Sleepwalk,52,False,No bailable,0.589,0.04,0.611,184.151,garage,03:09,1998,41st Annual GRAMMY Awards  (1998),Best Pop Instrumental Performance,True
2066,The Shadows,The Original Chart Hits 1960-1980,Sleepwalk,47,False,Poco bailable,0.289,0.0499,0.88,93.314,rockabilly,02:49,1998,41st Annual GRAMMY Awards  (1998),Best Pop Instrumental Performance,True
2067,The Smith Street Band,More Scared Of You Than You Are Of Me,25,27,True,No bailable,0.928,0.0736,1.07e-05,156.139,garage,04:08,2016,59th Annual GRAMMY Awards  (2016),Album Of The Year,True
2068,The Smith Street Band,More Scared Of You Than You Are Of Me,25,27,True,No bailable,0.928,0.0736,1.07e-05,156.139,garage,04:08,2016,59th Annual GRAMMY Awards  (2016),Best Pop Vocal Album,True
2069,Jamie xx,In Colour,Girl,50,False,Poco bailable,0.603,0.347,0.624,101.645,garage,04:05,2014,57th Annual GRAMMY Awards  (2014),Best Urban Contemporary Album,True
2070,Jukebox The Ghost,Jukebox The Ghost,Girl,60,False,Poco bailable,0.615,0.0474,0.0,172.211,piano,03:33,2014,57th Annual GRAMMY Awards  (2014),Best Urban Contemporary Album,True
2071,Jack White,Lazaretto,Lazaretto,58,False,Poco bailable,0.838,0.0709,3.77e-05,118.214,garage,03:39,2014,57th Annual GRAMMY Awards  (2014),Best Rock Performance,True
2072,CASTLEBEAT,Half Life,Cinema,53,False,Poco bailable,0.721,0.0308,0.613,84.426,garage,03:42,1984,27th Annual GRAMMY Awards  (1984),Best Rock Instrumental Performance,True
2073,Doctor Flake,Divagations,Cinema,50,False,Poco bailable,0.697,0.0294,0.951,109.994,trip-hop,03:51,1984,27th Annual GRAMMY Awards  (1984),Best Rock Instrumental Performance,True
2074,Harold Faltermeyer;Lady Gaga;Hans Zimmer;Lorne Balfe,Top Gun: Maverick (Music From The Motion Picture),Top Gun Anthem,66,False,Poco bailable,0.336,0.0322,0.838,107.351,german,02:28,1986,29th Annual GRAMMY Awards  (1986),"Best Pop Instrumental Performance, (Orchestra, Group Or Soloist)",True
2075,selfyy,icYY,Jerome,38,True,Bailable,0.828,0.304,0.788,75.004,german,01:55,2019,62nd Annual GRAMMY Awards  (2019),Best Traditional R&B Performance,True
2076,Vanessa Bell Armstrong,The Experience,Good News,39,False,Poco bailable,0.801,0.224,0.0,117.963,gospel,06:19,1993,36th Annual GRAMMY Awards  (1993),"Best Southern Gospel, Country Gospel Or Bluegrass Gospel Album",True
2077,Gabriela Rocha,Jesus,Jesus,38,False,Poco bailable,0.387,0.0278,0.0,99.97,gospel,06:44,2011,54th Annual GRAMMY Awards  (2011),Best Gospel/Contemporary Christian Music Performance,True
2078,Chris Tomlin,Jesus,Jesus,34,False,Poco bailable,0.745,0.0315,0.0,76.994,world-music,04:09,2011,54th Annual GRAMMY Awards  (2011),Best Gospel/Contemporary Christian Music Performance,True
2079,Within Temptation,The Silent Force,Angels,56,False,Poco bailable,0.867,0.0492,0.0,182.032,goth,04:00,1984,27th Annual GRAMMY Awards  (1984),"Best Gospel Performance, Female",True
2080,The Cramps,Big Beat from Badsville,Peter Gunn,28,False,Poco bailable,0.821,0.0459,0.829,118.017,goth,03:10,1986,29th Annual GRAMMY Awards  (1986),"Best Rock Instrumental Performance (Orchestra, Group Or Soloist)",True
2081,The Cramps,Big Beat from Badsville,Peter Gunn,28,False,Poco bailable,0.821,0.0459,0.829,118.017,psych-rock,03:10,1986,29th Annual GRAMMY Awards  (1986),"Best Rock Instrumental Performance (Orchestra, Group Or Soloist)",True
2082,Sirenia,Nine Destinies and a Downfall,One By One,24,False,Poco bailable,0.942,0.0848,0.0729,92.459,goth,05:30,2003,46th Annual GRAMMY Awards  (2003),Best Rock Album,True
2083,The Gathering,How to Measure a Planet? (Deluxe Edition),Marooned,22,False,Poco bailable,0.54,0.0336,0.0805,124.488,goth,05:55,1994,37th Annual GRAMMY Awards  (1994),Best Rock Instrumental Performance,True
2084,Idlefon,COLDSTREAM,Marooned,1,False,No bailable,0.593,0.0428,0.93,111.993,iranian,04:51,1994,37th Annual GRAMMY Awards  (1994),Best Rock Instrumental Performance,True
2085,Pink Floyd,The Division Bell,Marooned,56,False,Poco bailable,0.341,0.0303,0.568,74.203,psych-rock,05:30,1994,37th Annual GRAMMY Awards  (1994),Best Rock Instrumental Performance,True
2086,HammerFall,Glory to the Brave,Unchained,22,False,No bailable,0.968,0.115,0.0589,127.816,goth,05:38,1997,40th Annual GRAMMY Awards  (1997),Best Country Album,True
2087,Pantera,Vulgar Display of Power,This Love,61,True,Poco bailable,0.73,0.0455,0.323,104.527,groove,06:33,2005,48th Annual GRAMMY Awards  (2005),Best Pop Performance By A Duo Or Group With Vocal,True
2088,DAVICHI,Descendants Of The Sun Pt.3 (Original Television Soundtrack),This Love,64,False,Poco bailable,0.446,0.0335,0.0,138.66,k-pop,03:45,2005,48th Annual GRAMMY Awards  (2005),Best Pop Performance By A Duo Or Group With Vocal,True
2089,Five Finger Death Punch,Got Your Six,I Apologize,56,False,Poco bailable,0.929,0.0529,0.0,77.991,groove,04:02,1995,38th Annual GRAMMY Awards  (1995),Best Female R&B Vocal Performance,True
2090,Paul Lock;Pete Bellis & Tommy,Forgive Me,Forgive Me,40,False,Poco bailable,0.849,0.0342,0.0141,120.033,groove,05:38,1984,27th Annual GRAMMY Awards  (1984),Best Inspirational Performance,True
2091,Rels B;Indigo Jams,Nueva Generación,Forgive Me,29,True,Bailable,0.553,0.0708,0.0,110.065,spanish,03:35,1984,27th Annual GRAMMY Awards  (1984),Best Inspirational Performance,True
2092,Shinedown,Leave a Whisper (Deluxe Edition),45,67,False,Poco bailable,0.657,0.0262,0.0,152.132,grunge,04:10,2008,51st Annual GRAMMY Awards  (2008),Best Latin Rock Or Alternative Album,True
2093,Shinedown,The Studio Album Collection,45,28,False,Poco bailable,0.65,0.0271,0.0,152.133,grunge,04:09,2008,51st Annual GRAMMY Awards  (2008),Best Latin Rock Or Alternative Album,True
2094,Velvet Revolver,Contraband,Slither,53,False,Poco bailable,0.973,0.11,0.153,141.09,grunge,04:08,2004,47th Annual GRAMMY Awards  (2004),Best Hard Rock Performance,True
2095,Velvet Revolver,Contraband,Slither,53,False,Poco bailable,0.973,0.11,0.153,141.09,hard-rock,04:08,2004,47th Annual GRAMMY Awards  (2004),Best Hard Rock Performance,True
2096,Creed,My Own Prison,One,58,False,Poco bailable,0.933,0.035,8.66e-06,110.946,grunge,05:02,1989,32nd Annual GRAMMY Awards  (1989),Best Metal Performance,True
2097,Metallica,...And Justice For All,One,73,False,Poco bailable,0.695,0.0617,0.0857,102.178,hard-rock,07:27,1989,32nd Annual GRAMMY Awards  (1989),Best Metal Performance,True
2098,E-Force;Warface;Rebelion,The Edge Of Insanity,One,21,False,Poco bailable,0.883,0.342,0.0,155.074,hardstyle,02:15,1989,32nd Annual GRAMMY Awards  (1989),Best Metal Performance,True
2099,MMOTHS,Diaries,One,10,False,No bailable,0.613,0.0647,0.969,173.97,idm,02:40,1989,32nd Annual GRAMMY Awards  (1989),Best Metal Performance,True
2100,Thaikkudam Bridge,Navarasam,One,41,False,Poco bailable,0.813,0.0546,0.0,112.458,indian,04:29,1989,32nd Annual GRAMMY Awards  (1989),Best Metal Performance,True
2101,Thaikkudam Bridge,Navarasam,One,41,False,Poco bailable,0.813,0.0546,0.0,112.458,indie-pop,04:29,1989,32nd Annual GRAMMY Awards  (1989),Best Metal Performance,True
2102,Thaikkudam Bridge,Navarasam,One,41,False,Poco bailable,0.813,0.0546,0.0,112.458,malay,04:29,1989,32nd Annual GRAMMY Awards  (1989),Best Metal Performance,True
2103,Metallica,...And Justice For All,One,73,False,Poco bailable,0.695,0.0617,0.0857,102.178,metal,07:27,1989,32nd Annual GRAMMY Awards  (1989),Best Metal Performance,True
2104,Thievery Corporation,Sounds From The Thievery Hi-Fi,One,20,False,Bailable,0.5,0.0511,0.794,95.999,trip-hop,04:52,1989,32nd Annual GRAMMY Awards  (1989),Best Metal Performance,True
2105,Three Days Grace,Three Days Grace,Just Like You,64,False,Poco bailable,0.737,0.0297,0.0,177.9,grunge,03:06,1996,39th Annual GRAMMY Awards  (1996),Best Contemporary Blues Album,True
2106,Nickelback,Silver Side Up,Too Bad,60,False,Poco bailable,0.808,0.0388,0.0,128.025,grunge,03:52,2019,62nd Annual GRAMMY Awards  (2019),Best Rock Performance,True
2107,Godsmack,When Legends Rise,Unforgettable,49,False,Poco bailable,0.939,0.231,0.0,158.058,grunge,03:28,1991,34th Annual GRAMMY Awards  (1991),Record Of The Year,True
2108,Godsmack,When Legends Rise,Unforgettable,49,False,Poco bailable,0.939,0.231,0.0,158.058,grunge,03:28,1991,34th Annual GRAMMY Awards  (1991),Best Traditional Pop Performance,True
2109,French Montana;Swae Lee,Jungle Rules,Unforgettable,82,True,Bailable,0.769,0.123,0.0101,97.985,hip-hop,03:53,1991,34th Annual GRAMMY Awards  (1991),Record Of The Year,True
2110,French Montana;Swae Lee,Jungle Rules,Unforgettable,82,True,Bailable,0.769,0.123,0.0101,97.985,hip-hop,03:53,1991,34th Annual GRAMMY Awards  (1991),Best Traditional Pop Performance,True
2111,Nat King Cole,Unforgettable,Unforgettable,67,False,Poco bailable,0.182,0.031,0.0152,136.094,jazz,03:11,1991,34th Annual GRAMMY Awards  (1991),Record Of The Year,True
2112,Nat King Cole,Unforgettable,Unforgettable,67,False,Poco bailable,0.182,0.031,0.0152,136.094,jazz,03:11,1991,34th Annual GRAMMY Awards  (1991),Best Traditional Pop Performance,True
2113,Wes Montgomery,A Day In The Life,A Day In The Life,55,False,Poco bailable,0.364,0.0265,0.299,98.445,guitar,05:49,2009,52nd Annual GRAMMY Awards  (2009),Best Rock Instrumental Performance,True
2114,The Beatles,Love,A Day In The Life,50,False,No bailable,0.394,0.0335,0.000282,78.513,psych-rock,05:08,2009,52nd Annual GRAMMY Awards  (2009),Best Rock Instrumental Performance,True
2115,Wes Montgomery,Pretty Blue [2-fer],Days Of Wine And Roses,30,False,Poco bailable,0.0504,0.0371,0.901,89.185,guitar,03:48,1963,6th Annual GRAMMY Awards  (1963),Record Of The Year,True
2116,Wes Montgomery,Boss Guitar,Days Of Wine And Roses,52,False,Poco bailable,0.0296,0.0352,0.948,89.408,guitar,03:46,1963,6th Annual GRAMMY Awards  (1963),Record Of The Year,True
2117,Andrew Foy,Best Covers,Shape Of You,24,False,Poco bailable,0.284,0.0491,0.86,96.893,guitar,03:40,2017,60th Annual GRAMMY Awards  (2017),Best Pop Solo Performance,True
2118,Pat Martino,Cream,Both Sides Now,51,False,Poco bailable,0.0266,0.0492,0.957,129.686,guitar,02:18,2000,43rd Annual GRAMMY Awards  (2000),Best Traditional Pop Vocal Album,True
2119,Pat Martino,Cream,Both Sides Now,51,False,Poco bailable,0.0266,0.0492,0.957,129.686,guitar,02:18,1968,11th Annual GRAMMY Awards  (1968),Best Folk Performance,True
2120,Project AER;Refeeld,Growth Patterns,Brighter Days,42,False,Bailable,0.279,0.0345,0.82,136.033,guitar,02:48,2019,62nd Annual GRAMMY Awards  (2019),Best Contemporary Blues Album,True
2121,Jomie,Brighter Days,Brighter Days,51,True,Poco bailable,0.412,0.0443,0.0,94.992,sad,02:44,2019,62nd Annual GRAMMY Awards  (2019),Best Contemporary Blues Album,True
2122,Ramon Dona-Dio,Ramón Dona Dio y Sus Guitarras Mexicanas,Cielito Lindo,21,False,Poco bailable,0.0763,0.0455,0.949,94.361,guitar,02:21,1989,32nd Annual GRAMMY Awards  (1989),Best Latin Pop Performance,True
2123,André Rieu,Vrijthofconcert,Cielito Lindo,19,False,Poco bailable,0.506,0.334,1.27e-05,101.075,opera,03:06,1989,32nd Annual GRAMMY Awards  (1989),Best Latin Pop Performance,True
2124,Acoustic Guitar Collective,Love Letters,Don't Know Why,45,False,Bailable,0.0861,0.11,0.926,179.78,guitar,02:52,2002,45th Annual GRAMMY Awards  (2002),Record Of The Year,True
2125,Acoustic Guitar Collective,Love Letters,Don't Know Why,45,False,Bailable,0.0861,0.11,0.926,179.78,guitar,02:52,2002,45th Annual GRAMMY Awards  (2002),Best Female Pop Vocal Performance,True
2126,Norah Jones,De ese gran pop de los 00's,Don't Know Why,0,False,Bailable,0.199,0.028,1.27e-05,88.467,j-pop,03:06,2002,45th Annual GRAMMY Awards  (2002),Record Of The Year,True
2127,Norah Jones,De ese gran pop de los 00's,Don't Know Why,0,False,Bailable,0.199,0.028,1.27e-05,88.467,j-pop,03:06,2002,45th Annual GRAMMY Awards  (2002),Best Female Pop Vocal Performance,True
2128,Norah Jones,Come Away With Me (Super Deluxe Edition),Don't Know Why,76,False,Bailable,0.219,0.0276,1.8e-05,88.609,j-pop,03:06,2002,45th Annual GRAMMY Awards  (2002),Record Of The Year,True
2129,Norah Jones,Come Away With Me (Super Deluxe Edition),Don't Know Why,76,False,Bailable,0.219,0.0276,1.8e-05,88.609,j-pop,03:06,2002,45th Annual GRAMMY Awards  (2002),Best Female Pop Vocal Performance,True
2130,Norah Jones,De ese gran pop de los 00's,Don't Know Why,0,False,Bailable,0.199,0.028,1.27e-05,88.467,jazz,03:06,2002,45th Annual GRAMMY Awards  (2002),Record Of The Year,True
2131,Norah Jones,De ese gran pop de los 00's,Don't Know Why,0,False,Bailable,0.199,0.028,1.27e-05,88.467,jazz,03:06,2002,45th Annual GRAMMY Awards  (2002),Best Female Pop Vocal Performance,True
2132,Norah Jones,Come Away With Me (Super Deluxe Edition),Don't Know Why,76,False,Bailable,0.219,0.0276,1.8e-05,88.609,jazz,03:06,2002,45th Annual GRAMMY Awards  (2002),Record Of The Year,True
2133,Norah Jones,Come Away With Me (Super Deluxe Edition),Don't Know Why,76,False,Bailable,0.219,0.0276,1.8e-05,88.609,jazz,03:06,2002,45th Annual GRAMMY Awards  (2002),Best Female Pop Vocal Performance,True
2134,Baden Powell,Three Originals: Tristeza on Guitar / Poema on Guitar / Apaixonado,'Round Midnight,22,False,Poco bailable,0.0859,0.0436,0.87,93.584,guitar,05:32,1992,35th Annual GRAMMY Awards  (1992),Best Jazz Vocal Performance,True
2135,Baden Powell,Three Originals: Tristeza on Guitar / Poema on Guitar / Apaixonado,'Round Midnight,22,False,Poco bailable,0.0859,0.0436,0.87,93.584,guitar,05:32,1986,29th Annual GRAMMY Awards  (1986),"Best Jazz Vocal Performance, Male",True
2136,Thelonious Monk,"Genius Of Modern Music (Vol.1, Expanded Edition)",'Round Midnight,54,False,Poco bailable,0.32,0.0387,0.649,116.648,piano,03:13,1992,35th Annual GRAMMY Awards  (1992),Best Jazz Vocal Performance,True
2137,Thelonious Monk,"Genius Of Modern Music (Vol.1, Expanded Edition)",'Round Midnight,54,False,Poco bailable,0.32,0.0387,0.649,116.648,piano,03:13,1986,29th Annual GRAMMY Awards  (1986),"Best Jazz Vocal Performance, Male",True
2138,João Gilberto,Legacy,Desafinado,22,False,Poco bailable,0.212,0.0718,1.3e-05,82.316,guitar,02:02,1962,5th Annual GRAMMY Awards  (1962),Best Jazz Performance - Soloist Or Small Group (Instrumental),True
2139,Gammer;Pixel Terror,Better Together,Step Back,24,False,Poco bailable,0.983,0.0917,0.102,150.006,happy,03:18,2014,57th Annual GRAMMY Awards  (2014),Best Blues Album,True
2140,Gammer;Pixel Terror,Step Back,Step Back,35,False,Poco bailable,0.982,0.0942,0.101,150.023,happy,03:18,2014,57th Annual GRAMMY Awards  (2014),Best Blues Album,True
2141,Amnesys,Elevation,Elevation,17,True,Poco bailable,0.886,0.0641,0.125,165.013,happy,04:32,2001,44th Annual GRAMMY Awards  (2001),Best Rock Performance By A Duo Or Group With Vocal,True
2142,Guns N' Roses,Appetite For Destruction,Sweet Child O' Mine,84,True,Poco bailable,0.91,0.0448,0.0996,125.116,hard-rock,05:54,1999,42nd Annual GRAMMY Awards  (1999),Best Female Rock Vocal Performance,True
2143,Guns N' Roses,Appetite For Destruction,Sweet Child O' Mine,79,True,Poco bailable,0.952,0.0523,0.0857,125.303,hard-rock,05:56,1999,42nd Annual GRAMMY Awards  (1999),Best Female Rock Vocal Performance,True
2144,Guns N' Roses,Appetite For Destruction,Sweet Child O' Mine,84,True,Poco bailable,0.91,0.0448,0.0996,125.116,metal,05:54,1999,42nd Annual GRAMMY Awards  (1999),Best Female Rock Vocal Performance,True
2145,Guns N' Roses,Appetite For Destruction,Sweet Child O' Mine,79,True,Poco bailable,0.952,0.0523,0.0857,125.303,metal,05:56,1999,42nd Annual GRAMMY Awards  (1999),Best Female Rock Vocal Performance,True
2146,Guns N' Roses,Appetite For Destruction,Sweet Child O' Mine,84,True,Poco bailable,0.91,0.0448,0.0996,125.116,rock,05:54,1999,42nd Annual GRAMMY Awards  (1999),Best Female Rock Vocal Performance,True
2147,AC/DC,Black Ice,War Machine,61,False,Poco bailable,0.718,0.0343,0.244,127.593,hard-rock,03:09,2009,52nd Annual GRAMMY Awards  (2009),Best Hard Rock Performance,True
2148,Ghost,Meliora,Cirice,63,False,Poco bailable,0.798,0.0279,1.5e-05,89.987,hard-rock,06:02,2015,58th Annual GRAMMY Awards  (2015),Best Metal Performance,True
2149,Aerosmith,Get A Grip,Livin' On The Edge,62,False,Poco bailable,0.881,0.0347,0.00429,84.58,hard-rock,06:20,1993,36th Annual GRAMMY Awards  (1993),Best Rock Performance By A Duo Or Group With Vocal,True
2150,Aerosmith,Nine Lives,Pink,63,False,Poco bailable,0.751,0.0423,4.58e-06,171.85,hard-rock,03:55,1998,41st Annual GRAMMY Awards  (1998),Best Rock Performance By A Duo Or Group With Vocal,True
2151,Metallica,St. Anger,St. Anger,62,True,Poco bailable,0.947,0.0477,0.0179,93.043,hard-rock,07:21,2003,46th Annual GRAMMY Awards  (2003),Best Metal Performance,True
2152,Bob Seger,Against The Wind,Against The Wind,67,False,Bailable,0.771,0.0246,0.0318,109.618,hard-rock,05:33,1980,23rd Annual GRAMMY Awards  (1980),Best Rock Performance By A Duo Or Group With Vocal,True
2153,Black Sabbath,13,God Is Dead?,58,False,Poco bailable,0.726,0.0332,0.00266,120.012,hard-rock,08:52,2013,56th Annual GRAMMY Awards  (2013),Best Metal Performance,True
2154,LL COOL J,Mama Said Knock You Out,Mama Said Knock You Out,64,True,Bailable,0.759,0.129,0.674,102.382,hardcore,04:49,1991,34th Annual GRAMMY Awards  (1991),Best Rap Solo Performance,True
2155,Westside Connection,Bow Down,Bow Down,55,True,Bailable,0.455,0.292,0.0,92.885,hardcore,03:26,2019,62nd Annual GRAMMY Awards  (2019),Best Metal Performance,True
2156,I Prevail,TRAUMA,Bow Down,65,True,Poco bailable,0.959,0.0525,6.54e-06,155.01,metalcore,04:02,2019,62nd Annual GRAMMY Awards  (2019),Best Metal Performance,True
2157,The Pharcyde,Labcabincalifornia (Deluxe Edition),Runnin',64,True,Bailable,0.785,0.18,0.00144,94.123,hardcore,04:56,1978,21st Annual GRAMMY Awards  (1978),Best R&B Instrumental Performance,True
2158,Samiam,Trips,El Dorado,30,False,Poco bailable,0.924,0.0455,0.0449,159.072,hardcore,05:07,2017,60th Annual GRAMMY Awards  (2017),Best Latin Pop Album,True
2159,Samiam,Trips,El Dorado,30,False,Poco bailable,0.924,0.0455,0.0449,159.072,hardcore,05:07,2010,53rd Annual GRAMMY Awards  (2010),Best Metal Performance,True
2160,Momentum,Momentum,Relapse,28,True,Poco bailable,0.945,0.0735,1.56e-06,90.212,hardcore,04:10,2009,52nd Annual GRAMMY Awards  (2009),Best Rap Album,True
2161,Wage War,Manic,Relapse,57,False,Poco bailable,0.962,0.11,4.76e-05,112.53,metalcore,02:59,2009,52nd Annual GRAMMY Awards  (2009),Best Rap Album,True
2162,Fun People,The Art(E) of Romance,A Mi Manera,30,False,No bailable,0.932,0.0765,0.0,203.722,hardcore,01:30,2013,56th Annual GRAMMY Awards  (2013),Best Regional Mexican Music Album (Including Tejano),True
2163,Il Divo,Il Divo,A Mi Manera,22,False,No bailable,0.369,0.0344,2.19e-05,75.54,opera,04:26,2013,56th Annual GRAMMY Awards  (2013),Best Regional Mexican Music Album (Including Tejano),True
2164,Jorge Muñiz;José Luis Duval,Boleropera II,A Mi Manera,31,False,Poco bailable,0.451,0.0288,3.32e-05,73.99,rock-n-roll,04:19,2013,56th Annual GRAMMY Awards  (2013),Best Regional Mexican Music Album (Including Tejano),True
2165,Da Tweekaz,Escape,Escape,57,False,Poco bailable,0.942,0.0638,0.000111,149.922,hardstyle,03:02,1985,28th Annual GRAMMY Awards  (1985),"Best Rock Instrumental Performance (Orchestra, Group Or Soloist)",True
2166,Neolux,Escape,Escape,39,False,Poco bailable,0.927,0.0424,0.786,150.029,hardstyle,04:17,1985,28th Annual GRAMMY Awards  (1985),"Best Rock Instrumental Performance (Orchestra, Group Or Soloist)",True
2167,SKE48,鈴懸の木の道で「君の微笑みを夢に見る」と言ってしまったら僕たちの関係はどう変わってしまうのか、僕なりに何日か考えた上でのやや気恥ずかしい結論のようなもの<Type-S>,Escape,19,False,Poco bailable,0.979,0.195,7.34e-06,134.001,j-idol,04:11,1985,28th Annual GRAMMY Awards  (1985),"Best Rock Instrumental Performance (Orchestra, Group Or Soloist)",True
2168,Enrique Iglesias,Escape,Escape,59,False,Bailable,0.844,0.0297,0.000244,125.972,latin,03:28,1985,28th Annual GRAMMY Awards  (1985),"Best Rock Instrumental Performance (Orchestra, Group Or Soloist)",True
2169,Brennan Heart;The Prophet,Midify 019,Wake Up!,46,False,Poco bailable,0.668,0.0559,0.137,150.017,hardstyle,05:53,2010,53rd Annual GRAMMY Awards  (2010),Best R&B Album,True
2170,D-Block & S-te-Fan,Antidote,Antidote,22,False,Poco bailable,0.857,0.0342,0.278,149.998,hardstyle,03:52,2019,62nd Annual GRAMMY Awards  (2019),Best Latin Jazz Album,True
2171,Dream Evil,SIX,Antidote,20,False,No bailable,0.969,0.172,0.000498,137.897,heavy-metal,03:24,2019,62nd Annual GRAMMY Awards  (2019),Best Latin Jazz Album,True
2172,Travis Scott,Rodeo (Expanded Edition),Antidote,74,True,Bailable,0.526,0.032,0.000148,131.05,house,04:22,2019,62nd Annual GRAMMY Awards  (2019),Best Latin Jazz Album,True
2173,Lordi,Lordiversity - Humanimals,Supernatural,20,False,Poco bailable,0.887,0.0483,0.0,129.024,heavy-metal,03:49,1999,42nd Annual GRAMMY Awards  (1999),Album Of The Year,True
2174,Lordi,Lordiversity - Humanimals,Supernatural,20,False,Poco bailable,0.887,0.0483,0.0,129.024,heavy-metal,03:49,1999,42nd Annual GRAMMY Awards  (1999),Best Rock Album,True
2175,Lil Baby;Gunna,Bad Boy Club,Drip Too Hard,0,True,Bailable,0.662,0.292,0.0,112.509,hip-hop,02:25,2019,62nd Annual GRAMMY Awards  (2019),Best Rap/Sung Performance,True
2176,Eminem,The Marshall Mathers LP,The Real Slim Shady,87,True,Bailable,0.661,0.0572,0.0,104.504,hip-hop,04:44,2000,43rd Annual GRAMMY Awards  (2000),Best Rap Solo Performance,True
2177,Lil Nas X,7 EP,Old Town Road,77,False,Bailable,0.53,0.127,2.23e-06,135.998,hip-hop,01:53,2019,62nd Annual GRAMMY Awards  (2019),Record Of The Year,True
2178,Lil Nas X,7 EP,Old Town Road,77,False,Bailable,0.53,0.127,2.23e-06,135.998,hip-hop,01:53,2019,62nd Annual GRAMMY Awards  (2019),Best Pop Duo/Group Performance,True
2179,Eminem,Recovery,Not Afraid,81,True,Bailable,0.954,0.264,0.0,114.635,hip-hop,04:08,2010,53rd Annual GRAMMY Awards  (2010),Best Rap Solo Performance,True
2180,Kendrick Lamar,DAMN.,HUMBLE.,84,True,Bailable,0.621,0.102,5.39e-05,150.011,hip-hop,02:57,2017,60th Annual GRAMMY Awards  (2017),Best Rap Performance,True
2181,Kendrick Lamar,DAMN.,HUMBLE.,84,True,Bailable,0.621,0.102,5.39e-05,150.011,hip-hop,02:57,2017,60th Annual GRAMMY Awards  (2017),Best Music Video,True
2182,Our Last Night,HUMBLE.,HUMBLE.,52,True,Poco bailable,0.903,0.0389,0.176,150.028,metalcore,03:15,2017,60th Annual GRAMMY Awards  (2017),Best Rap Performance,True
2183,Our Last Night,HUMBLE.,HUMBLE.,52,True,Poco bailable,0.903,0.0389,0.176,150.028,metalcore,03:15,2017,60th Annual GRAMMY Awards  (2017),Best Music Video,True
2184,Lizzo,Give You Love - Cozy Hits,Truth Hurts,1,True,Bailable,0.622,0.111,0.0,158.088,hip-hop,02:53,2019,62nd Annual GRAMMY Awards  (2019),Record Of The Year,True
2185,Lizzo,Give You Love - Cozy Hits,Truth Hurts,1,True,Bailable,0.622,0.111,0.0,158.088,hip-hop,02:53,2019,62nd Annual GRAMMY Awards  (2019),Best Pop Solo Performance,True
2186,Lizzo,Rap Party,Truth Hurts,0,True,Bailable,0.622,0.111,0.0,158.088,hip-hop,02:53,2019,62nd Annual GRAMMY Awards  (2019),Record Of The Year,True
2187,Lizzo,Rap Party,Truth Hurts,0,True,Bailable,0.622,0.111,0.0,158.088,hip-hop,02:53,2019,62nd Annual GRAMMY Awards  (2019),Best Pop Solo Performance,True
2188,Lizzo,Good Enough - Easy Pop,Truth Hurts,0,True,Bailable,0.622,0.111,0.0,158.088,hip-hop,02:53,2019,62nd Annual GRAMMY Awards  (2019),Record Of The Year,True
2189,Lizzo,Good Enough - Easy Pop,Truth Hurts,0,True,Bailable,0.622,0.111,0.0,158.088,hip-hop,02:53,2019,62nd Annual GRAMMY Awards  (2019),Best Pop Solo Performance,True
2190,Lizzo,Good Enough - Easy Pop,Truth Hurts,0,True,Bailable,0.622,0.111,0.0,158.088,hip-hop,02:53,2019,62nd Annual GRAMMY Awards  (2019),Record Of The Year,True
2191,Lizzo,Good Enough - Easy Pop,Truth Hurts,0,True,Bailable,0.622,0.111,0.0,158.088,hip-hop,02:53,2019,62nd Annual GRAMMY Awards  (2019),Best Pop Solo Performance,True
2192,Mini Pop Kids,Mini Pop Kids 17,Truth Hurts,12,False,Bailable,0.534,0.12,0.0,158.075,kids,02:41,2019,62nd Annual GRAMMY Awards  (2019),Record Of The Year,True
2193,Mini Pop Kids,Mini Pop Kids 17,Truth Hurts,12,False,Bailable,0.534,0.12,0.0,158.075,kids,02:41,2019,62nd Annual GRAMMY Awards  (2019),Best Pop Solo Performance,True
